txn_id,customer_id,txn_date,txn_amount,txn_type,category,merchant_name
T05318,C0206,2025-05-05 09:08:31,2367.41,Debit,Bills,Amazon
T05319,C0457,2025-04-07 11:20:14,8077.07,Credit,Travel,Flipkart
T05320,C0365,2025-06-29 16:53:08,8734.05,Credit,Shopping,Goldman Sachs
T05321,C0346,2025-04-04 23:06:25,380.53,Credit,Healthcare,Flipkart
T05322,C0069,2025-03-03 22:33:40,8290.14,Debit,Salary,Zomato
T05323,C0392,2025-01-20 05:58:49,6352.75,Debit,Food,Paytm
T05324,C0112,2025-03-31 23:14:11,2765.56,Credit,Food,Paytm
T05325,C0231,2025-05-10 10:47:35,4641.01,Debit,Travel,Uber
T05326,C0244,2025-02-13 19:16:42,2430.37,Credit,Bills,Swiggy
T05327,C0358,2025-05-06 00:56:50,4316.59,Credit,Travel,Goldman Sachs
T05328,C0340,2025-01-15 14:15:37,4514.21,Debit,Shopping,Amazon
T05329,C0234,2025-01-10 03:16:58,4604.24,Credit,Salary,Paytm
T05330,C0476,2025-03-13 19:14:47,2979.78,Credit,Healthcare,Goldman Sachs
T05331,C0045,2025-01-22 09:02:42,2472.92,Credit,Bills,Zomato
T05332,C0388,2025-06-14 16:56:22,2528.28,Credit,Shopping,Amazon
T05333,C0145,2025-03-26 18:44:13,6135.84,Debit,Shopping,Uber
T05334,C0213,2025-02-07 09:18:00,523.82,Debit,Shopping,Uber
T05335,C0092,2025-06-14 14:47:08,8829.15,Debit,Salary,Zomato
T05336,C0360,2025-03-28 18:44:06,1954.93,Debit,Healthcare,Zomato
T05337,C0106,2025-05-15 14:23:33,245.56,Credit,Food,Flipkart
T05338,C0132,2025-03-05 11:52:31,2913.65,Debit,Food,Flipkart
T05339,C0204,2025-05-01 07:55:16,1865.81,Debit,Shopping,Goldman Sachs
T05340,C0361,2025-04-28 23:45:00,409.27,Debit,Bills,Zomato
T05341,C0482,2025-03-12 04:00:45,3117.78,Credit,Salary,Flipkart
T05342,C0396,2025-04-02 05:08:20,2968.02,Debit,Bills,Goldman Sachs
T05343,C0297,2025-04-11 21:53:46,323.19,Debit,Shopping,Zomato
T05344,C0421,2025-06-24 05:26:03,9885.23,Credit,Healthcare,Flipkart
T05345,C0462,2025-06-09 09:10:26,7936.88,Debit,Bills,Zomato
T05346,C0437,2025-04-02 12:11:41,6255.2,Credit,Food,Goldman Sachs
T05347,C0426,2025-07-07 13:52:33,6620.54,Credit,Food,Flipkart
T05348,C0478,2025-05-17 21:55:16,3889.05,Debit,Shopping,Zomato
T05349,C0351,2025-02-04 11:36:19,1619.21,Debit,Healthcare,Paytm
T05350,C0325,2025-04-23 19:57:56,161.74,Debit,Healthcare,Goldman Sachs
T05351,C0343,2025-03-22 12:41:14,4096.04,Credit,Shopping,Goldman Sachs
T05352,C0016,2025-05-28 15:36:06,2826.96,Debit,Bills,Goldman Sachs
T05353,C0404,2025-06-13 15:00:14,3765.05,Credit,Shopping,Goldman Sachs
T05354,C0299,2025-01-19 02:29:25,8241.6,Credit,Travel,Paytm
T05355,C0143,2025-05-07 21:58:53,1712.44,Credit,Salary,Zomato
T05356,C0405,2025-06-29 06:36:20,6445.86,Debit,Bills,Paytm
T05357,C0198,2025-06-03 03:05:27,8503.64,Credit,Food,Uber
T05358,C0352,2025-04-16 08:38:48,3309.74,Credit,Healthcare,Zomato
T05359,C0248,2025-06-25 23:45:51,1380.8,Credit,Healthcare,Amazon
T05360,C0169,2025-04-17 01:34:13,1442.82,Credit,Bills,Goldman Sachs
T05361,C0198,2025-01-29 18:42:38,4504.38,Credit,Shopping,Goldman Sachs
T05362,C0043,2025-02-18 07:15:01,8320.79,Debit,Bills,Uber
T05363,C0204,2025-01-29 17:57:25,617.74,Debit,Salary,Goldman Sachs
T05364,C0171,2025-07-01 23:10:40,814.97,Credit,Shopping,Uber
T05365,C0272,2025-01-28 23:30:26,4812.77,Credit,Travel,Flipkart
T05366,C0156,2025-04-18 20:48:59,6765.56,Credit,Healthcare,Goldman Sachs
T05367,C0374,2025-06-29 17:43:35,9222.1,Credit,Healthcare,Amazon
T05368,C0297,2025-04-05 04:46:58,2938.75,Debit,Food,Paytm
T05369,C0127,2025-05-16 08:17:14,6930.23,Debit,Salary,Flipkart
T05370,C0275,2025-03-19 16:37:58,7671.59,Credit,Healthcare,Flipkart
T05371,C0172,2025-04-04 14:53:14,1585.32,Debit,Shopping,Goldman Sachs
T05372,C0278,2025-03-18 13:34:15,4645.1,Debit,Salary,Amazon
T05373,C0109,2025-03-13 17:48:48,867.2,Credit,Shopping,Flipkart
T05374,C0187,2025-03-20 00:20:30,6446.9,Debit,Bills,Paytm
T05375,C0153,2025-06-24 23:58:51,6072.4,Debit,Salary,Goldman Sachs
T05376,C0489,2025-05-06 11:26:39,360.19,Credit,Shopping,Paytm
T05377,C0023,2025-03-29 11:24:19,3556.83,Debit,Bills,Goldman Sachs
T05378,C0335,2025-04-28 16:28:22,5983.27,Credit,Salary,Goldman Sachs
T05379,C0387,2025-01-27 12:55:50,3778.07,Debit,Bills,Zomato
T05380,C0187,2025-01-26 15:23:04,6829.81,Debit,Shopping,Swiggy
T05381,C0375,2025-04-11 22:26:38,1431.05,Debit,Travel,Flipkart
T05382,C0369,2025-04-24 10:17:13,2178.61,Credit,Travel,Zomato
T05383,C0248,2025-04-24 20:50:26,1191.7,Credit,Bills,Goldman Sachs
T05384,C0489,2025-02-26 08:55:49,6768.56,Credit,Shopping,Uber
T05385,C0288,2025-05-18 22:53:22,7915.59,Credit,Food,Uber
T05386,C0197,2025-06-02 21:56:59,4687.99,Credit,Bills,Paytm
T05387,C0313,2025-01-26 16:32:50,6114.92,Credit,Food,Uber
T05388,C0391,2025-05-01 09:51:07,2870.78,Debit,Salary,Amazon
T05389,C0150,2025-02-02 15:42:06,5517.06,Debit,Salary,Paytm
T05390,C0484,2025-04-29 07:22:15,878.68,Debit,Healthcare,Swiggy
T05391,C0469,2025-05-28 13:24:55,6640.1,Credit,Food,Amazon
T05392,C0030,2025-05-10 05:43:03,5169.06,Credit,Food,Swiggy
T05393,C0353,2025-04-26 17:34:14,463.32,Credit,Salary,Zomato
T05394,C0131,2025-07-07 00:34:34,4715.47,Credit,Salary,Goldman Sachs
T05395,C0041,2025-05-18 15:13:14,7909.71,Debit,Shopping,Swiggy
T05396,C0087,2025-06-27 20:42:25,1344.56,Debit,Travel,Flipkart
T05397,C0382,2025-03-22 20:21:28,7841.55,Credit,Bills,Paytm
T05398,C0010,2025-07-04 19:10:49,9801.7,Debit,Travel,Flipkart
T05399,C0420,2025-06-10 19:07:35,1470.01,Debit,Healthcare,Amazon
T05400,C0218,2025-07-04 22:16:09,2599.64,Credit,Salary,Paytm
T05401,C0376,2025-03-10 18:58:50,474.9,Credit,Salary,Goldman Sachs
T05402,C0491,2025-03-22 07:29:43,2501.0,Credit,Salary,Swiggy
T05403,C0173,2025-02-24 01:08:50,6164.03,Debit,Food,Uber
T05404,C0321,2025-01-19 09:26:49,6765.97,Credit,Bills,Flipkart
T05405,C0331,2025-02-08 09:11:30,1120.86,Credit,Food,Amazon
T05406,C0158,2025-02-24 00:31:08,2786.22,Debit,Salary,Amazon
T05407,C0410,2025-06-16 13:11:08,8057.24,Debit,Shopping,Flipkart
T05408,C0151,2025-07-08 20:21:18,4133.21,Credit,Food,Zomato
T05409,C0407,2025-03-27 19:16:32,6460.45,Credit,Salary,Swiggy
T05410,C0481,2025-05-17 16:21:45,790.24,Credit,Bills,Paytm
T05411,C0212,2025-02-20 23:53:56,4195.05,Debit,Travel,Zomato
T05412,C0447,2025-07-05 04:04:17,3623.83,Debit,Shopping,Amazon
T05413,C0079,2025-06-28 02:51:34,8609.15,Debit,Travel,Zomato
T05414,C0437,2025-06-12 00:41:43,9084.19,Debit,Salary,Swiggy
T05415,C0187,2025-03-07 06:24:44,468.34,Credit,Healthcare,Amazon
T05416,C0371,2025-03-26 13:37:08,3067.56,Debit,Bills,Uber
T05417,C0180,2025-06-27 14:57:49,296.99,Debit,Healthcare,Zomato
T05418,C0363,2025-06-01 06:34:10,5878.51,Credit,Bills,Uber
T05419,C0497,2025-05-23 13:47:53,132.73,Credit,Food,Uber
T05420,C0213,2025-05-05 10:54:09,8644.09,Debit,Shopping,Uber
T05421,C0281,2025-01-13 20:45:24,6522.86,Credit,Healthcare,Uber
T05422,C0440,2025-02-27 20:09:32,3866.14,Credit,Shopping,Goldman Sachs
T05423,C0272,2025-01-13 12:25:36,4146.23,Debit,Shopping,Swiggy
T05424,C0179,2025-05-27 15:53:29,6328.08,Credit,Shopping,Zomato
T05425,C0258,2025-03-14 08:11:09,939.96,Credit,Salary,Zomato
T05426,C0245,2025-03-15 11:32:54,1353.94,Credit,Bills,Paytm
T05427,C0091,2025-02-26 21:10:10,5789.63,Credit,Healthcare,Uber
T05428,C0115,2025-03-25 23:14:07,219.56,Debit,Bills,Zomato
T05429,C0308,2025-02-13 22:57:33,3301.93,Credit,Salary,Swiggy
T05430,C0391,2025-05-14 02:51:13,9132.84,Credit,Bills,Flipkart
T05431,C0013,2025-07-04 01:03:33,5975.66,Credit,Healthcare,Paytm
T05432,C0224,2025-01-26 15:23:55,4615.02,Debit,Bills,Flipkart
T05433,C0366,2025-01-09 21:46:18,1868.18,Credit,Food,Swiggy
T05434,C0366,2025-02-11 07:57:20,1155.23,Debit,Healthcare,Swiggy
T05435,C0126,2025-06-02 04:33:34,7424.49,Debit,Bills,Zomato
T05436,C0066,2025-06-22 20:44:33,9647.94,Credit,Shopping,Flipkart
T05437,C0055,2025-04-07 12:47:45,7846.38,Credit,Food,Uber
T05438,C0367,2025-06-19 11:31:48,8615.8,Debit,Food,Uber
T05439,C0019,2025-03-02 17:49:23,5134.95,Credit,Food,Paytm
T05440,C0464,2025-01-11 10:15:34,2249.84,Debit,Travel,Swiggy
T05441,C0356,2025-04-25 14:42:48,6260.19,Debit,Bills,Goldman Sachs
T05442,C0204,2025-05-09 06:53:41,6595.73,Credit,Healthcare,Swiggy
T05443,C0041,2025-02-23 00:20:34,1328.86,Credit,Bills,Swiggy
T05444,C0496,2025-07-03 15:14:09,2712.24,Debit,Food,Amazon
T05445,C0440,2025-02-27 10:58:25,2076.53,Debit,Travel,Zomato
T05446,C0442,2025-05-22 14:47:44,5437.55,Debit,Shopping,Uber
T05447,C0025,2025-03-08 13:26:44,5248.49,Debit,Bills,Amazon
T05448,C0296,2025-03-04 21:30:44,5134.95,Credit,Salary,Uber
T05449,C0294,2025-01-16 23:42:01,6294.4,Credit,Healthcare,Swiggy
T05450,C0155,2025-03-23 20:25:38,9103.0,Credit,Shopping,Swiggy
T05451,C0164,2025-06-15 18:52:19,3302.92,Debit,Travel,Zomato
T05452,C0160,2025-01-29 01:46:03,1304.96,Debit,Bills,Amazon
T05453,C0092,2025-04-06 11:35:27,9539.41,Credit,Salary,Flipkart
T05454,C0418,2025-07-04 13:01:58,8835.98,Debit,Shopping,Swiggy
T05455,C0232,2025-03-23 20:53:21,3873.17,Debit,Salary,Paytm
T05456,C0490,2025-06-29 00:56:09,6523.8,Debit,Travel,Flipkart
T05457,C0360,2025-03-13 07:42:13,4304.31,Credit,Food,Flipkart
T05458,C0239,2025-02-15 12:24:06,1385.65,Debit,Bills,Zomato
T05459,C0213,2025-01-30 23:23:43,1845.3,Credit,Salary,Goldman Sachs
T05460,C0394,2025-05-14 04:41:41,6063.7,Credit,Food,Amazon
T05461,C0191,2025-05-16 04:30:22,8004.33,Debit,Bills,Flipkart
T05462,C0308,2025-05-14 17:24:28,6438.04,Debit,Healthcare,Zomato
T05463,C0013,2025-04-10 20:46:49,8947.88,Credit,Salary,Amazon
T05464,C0116,2025-02-17 18:51:55,767.59,Debit,Healthcare,Amazon
T05465,C0252,2025-05-24 02:10:16,5040.59,Credit,Travel,Swiggy
T05466,C0075,2025-01-14 10:59:20,9693.96,Credit,Salary,Amazon
T05467,C0325,2025-03-28 18:28:39,4275.66,Debit,Shopping,Amazon
T05468,C0037,2025-02-15 03:21:07,5829.46,Credit,Food,Paytm
T05469,C0145,2025-02-15 21:43:51,2443.51,Debit,Bills,Paytm
T05470,C0297,2025-06-11 06:02:45,9382.88,Credit,Healthcare,Paytm
T05471,C0297,2025-06-26 09:46:53,5441.98,Debit,Travel,Swiggy
T05472,C0322,2025-04-13 02:10:45,8850.92,Debit,Healthcare,Goldman Sachs
T05473,C0040,2025-05-16 20:50:14,9324.28,Credit,Food,Swiggy
T05474,C0332,2025-07-07 18:47:27,5381.54,Credit,Shopping,Swiggy
T05475,C0437,2025-05-20 12:44:34,5002.44,Credit,Healthcare,Amazon
T05476,C0206,2025-04-21 21:54:29,9384.1,Credit,Healthcare,Paytm
T05477,C0109,2025-04-09 23:19:18,8064.59,Credit,Salary,Flipkart
T05478,C0422,2025-01-20 14:22:25,2641.02,Credit,Food,Goldman Sachs
T05479,C0091,2025-04-01 21:43:43,7057.63,Debit,Healthcare,Amazon
T05480,C0145,2025-04-15 10:26:37,5381.73,Credit,Travel,Zomato
T05481,C0435,2025-05-21 06:30:57,7500.25,Credit,Bills,Zomato
T05482,C0469,2025-02-19 15:37:17,7521.18,Credit,Shopping,Uber
T05483,C0156,2025-06-29 09:54:45,2297.61,Debit,Salary,Uber
T05484,C0028,2025-05-17 12:35:05,9589.01,Credit,Food,Paytm
T05485,C0433,2025-05-30 15:30:49,6358.29,Debit,Shopping,Zomato
T05486,C0324,2025-06-14 22:36:26,1633.49,Debit,Bills,Swiggy
T05487,C0298,2025-07-09 10:48:56,1161.17,Credit,Healthcare,Zomato
T05488,C0405,2025-04-04 23:39:02,3305.69,Debit,Shopping,Zomato
T05489,C0050,2025-06-18 11:13:42,900.37,Debit,Healthcare,Zomato
T05490,C0115,2025-06-03 19:51:18,5969.42,Credit,Travel,Uber
T05491,C0304,2025-01-25 04:52:13,6931.31,Debit,Healthcare,Zomato
T05492,C0216,2025-07-05 00:46:01,8443.37,Credit,Shopping,Amazon
T05493,C0137,2025-01-20 09:35:21,5579.61,Credit,Food,Amazon
T05494,C0486,2025-04-20 22:08:59,1044.91,Debit,Salary,Goldman Sachs
T05495,C0230,2025-07-07 21:44:05,861.56,Credit,Shopping,Uber
T05496,C0315,2025-01-25 13:21:05,2827.6,Debit,Healthcare,Paytm
T05497,C0406,2025-02-01 17:47:47,9423.24,Credit,Shopping,Flipkart
T05498,C0032,2025-05-01 20:41:29,5101.07,Credit,Travel,Amazon
T05499,C0065,2025-06-16 11:52:03,502.8,Credit,Salary,Flipkart
T05500,C0307,2025-03-22 21:29:41,1520.14,Debit,Shopping,Goldman Sachs
T05501,C0403,2025-02-18 18:22:17,6943.81,Credit,Food,Zomato
T05502,C0017,2025-01-26 18:36:05,4063.31,Debit,Food,Uber
T05503,C0340,2025-01-10 05:57:06,5154.43,Debit,Salary,Zomato
T05504,C0040,2025-02-10 02:51:42,1485.0,Credit,Bills,Swiggy
T05505,C0346,2025-05-04 02:34:13,7685.56,Credit,Travel,Goldman Sachs
T05506,C0405,2025-03-29 15:50:13,5986.22,Credit,Shopping,Uber
T05507,C0236,2025-04-04 22:34:38,1377.04,Debit,Travel,Zomato
T05508,C0068,2025-05-28 03:52:04,2193.22,Credit,Healthcare,Zomato
T05509,C0317,2025-03-25 23:16:38,7111.25,Debit,Bills,Goldman Sachs
T05510,C0346,2025-06-03 20:53:31,1808.73,Credit,Food,Swiggy
T05511,C0272,2025-01-31 01:16:22,4265.62,Debit,Travel,Flipkart
T05512,C0186,2025-02-16 08:14:20,2189.63,Debit,Healthcare,Uber
T05513,C0195,2025-02-17 06:07:00,2271.16,Credit,Bills,Uber
T05514,C0089,2025-06-09 16:10:55,8985.58,Credit,Food,Zomato
T05515,C0147,2025-01-17 18:36:07,1203.88,Credit,Travel,Zomato
T05516,C0053,2025-02-09 16:53:52,2763.35,Credit,Healthcare,Swiggy
T05517,C0104,2025-04-18 07:40:14,8650.26,Credit,Food,Uber
T05518,C0239,2025-03-19 05:21:53,3237.47,Debit,Healthcare,Goldman Sachs
T05519,C0061,2025-04-27 07:34:16,538.25,Credit,Salary,Zomato
T05520,C0438,2025-02-17 05:02:48,7051.11,Debit,Healthcare,Goldman Sachs
T05521,C0269,2025-01-16 21:06:47,3172.95,Debit,Salary,Uber
T05522,C0436,2025-02-27 13:53:26,5470.88,Credit,Bills,Flipkart
T05523,C0263,2025-03-05 00:08:23,2215.64,Debit,Salary,Uber
T05524,C0236,2025-01-28 08:51:16,3429.03,Debit,Bills,Swiggy
T05525,C0207,2025-02-23 11:46:56,1059.06,Debit,Travel,Uber
T05526,C0009,2025-02-17 05:58:02,8843.93,Credit,Food,Paytm
T05527,C0470,2025-04-08 19:50:22,2218.4,Credit,Food,Uber
T05528,C0446,2025-04-12 08:54:00,997.59,Debit,Travel,Swiggy
T05529,C0189,2025-04-29 03:27:03,2628.37,Credit,Salary,Goldman Sachs
T05530,C0381,2025-07-01 10:57:10,6607.3,Debit,Travel,Flipkart
T05531,C0339,2025-02-03 22:02:10,3027.43,Debit,Travel,Zomato
T05532,C0054,2025-02-27 23:23:02,1278.21,Debit,Shopping,Swiggy
T05533,C0235,2025-01-18 22:23:02,8774.55,Debit,Food,Uber
T05534,C0086,2025-03-08 12:09:43,598.19,Debit,Salary,Zomato
T05535,C0174,2025-06-17 09:07:09,2419.71,Credit,Travel,Paytm
T05536,C0346,2025-05-06 04:51:51,9752.01,Credit,Travel,Paytm
T05537,C0412,2025-03-20 00:45:47,8588.17,Credit,Bills,Swiggy
T05538,C0064,2025-04-18 07:45:40,7406.81,Credit,Salary,Swiggy
T05539,C0419,2025-06-06 19:28:04,8969.66,Debit,Travel,Paytm
T05540,C0366,2025-03-13 10:29:06,8328.79,Debit,Bills,Flipkart
T05541,C0360,2025-03-30 04:56:24,5150.25,Credit,Salary,Goldman Sachs
T05542,C0114,2025-03-09 23:13:54,1678.31,Debit,Food,Swiggy
T05543,C0145,2025-01-22 06:25:36,2482.63,Credit,Bills,Flipkart
T05544,C0388,2025-03-23 03:14:31,6312.34,Debit,Food,Amazon
T05545,C0420,2025-06-27 14:20:48,4491.9,Credit,Healthcare,Flipkart
T05546,C0344,2025-05-15 21:28:50,7370.18,Credit,Salary,Swiggy
T05547,C0190,2025-05-24 03:41:18,6665.04,Credit,Travel,Flipkart
T05548,C0089,2025-05-22 07:45:33,1512.03,Debit,Bills,Swiggy
T05549,C0479,2025-05-17 15:47:19,9215.33,Debit,Travel,Flipkart
T05550,C0463,2025-06-25 12:09:29,7233.9,Debit,Bills,Uber
T05551,C0397,2025-05-22 12:42:48,1037.15,Debit,Healthcare,Flipkart
T05552,C0293,2025-03-01 19:51:35,1262.79,Credit,Healthcare,Flipkart
T05553,C0229,2025-01-13 13:42:01,9675.39,Credit,Healthcare,Amazon
T05554,C0393,2025-05-03 12:31:47,3192.01,Debit,Healthcare,Goldman Sachs
T05555,C0302,2025-04-30 08:48:00,3463.27,Debit,Food,Goldman Sachs
T05556,C0274,2025-05-24 10:44:23,355.43,Debit,Healthcare,Amazon
T05557,C0296,2025-04-10 18:24:34,7524.49,Debit,Salary,Flipkart
T05558,C0466,2025-06-19 23:19:40,3548.19,Credit,Shopping,Uber
T05559,C0003,2025-05-16 02:57:57,1558.83,Credit,Bills,Goldman Sachs
T05560,C0260,2025-03-13 19:24:59,3553.88,Credit,Salary,Uber
T05561,C0307,2025-04-10 00:39:51,2062.05,Credit,Food,Paytm
T05562,C0444,2025-03-19 00:49:53,2730.04,Debit,Shopping,Flipkart
T05563,C0274,2025-05-24 23:05:41,945.63,Debit,Food,Goldman Sachs
T05564,C0011,2025-03-28 15:55:58,3682.47,Credit,Salary,Goldman Sachs
T05565,C0453,2025-01-12 17:01:33,9138.25,Credit,Bills,Uber
T05566,C0021,2025-07-02 18:41:36,1201.55,Credit,Food,Goldman Sachs
T05567,C0064,2025-01-31 18:16:23,5940.38,Credit,Travel,Flipkart
T05568,C0056,2025-02-04 04:11:14,4175.85,Debit,Bills,Swiggy
T05569,C0015,2025-02-28 08:13:08,7090.5,Debit,Travel,Uber
T05570,C0237,2025-06-27 02:47:13,68.33,Debit,Bills,Swiggy
T05571,C0485,2025-02-11 22:06:10,8484.83,Debit,Shopping,Goldman Sachs
T05572,C0333,2025-07-06 15:27:03,1498.56,Credit,Salary,Swiggy
T05573,C0207,2025-04-13 10:14:18,3289.3,Debit,Bills,Zomato
T05574,C0372,2025-04-15 06:19:31,5089.41,Debit,Healthcare,Uber
T05575,C0023,2025-04-10 15:27:13,2595.61,Debit,Travel,Flipkart
T05576,C0089,2025-01-15 08:36:44,7521.75,Credit,Travel,Goldman Sachs
T05577,C0298,2025-06-19 17:46:08,5721.42,Debit,Bills,Zomato
T05578,C0368,2025-03-31 21:59:35,1132.82,Credit,Bills,Paytm
T05579,C0494,2025-02-07 04:23:42,4579.61,Credit,Shopping,Amazon
T05580,C0024,2025-02-06 07:29:05,4858.88,Credit,Shopping,Zomato
T05581,C0342,2025-05-03 13:33:03,5126.14,Debit,Salary,Goldman Sachs
T05582,C0162,2025-03-26 08:27:42,668.0,Debit,Healthcare,Uber
T05583,C0386,2025-04-17 12:48:32,6504.16,Debit,Healthcare,Swiggy
T05584,C0423,2025-07-07 10:19:34,1102.82,Credit,Salary,Swiggy
T05585,C0463,2025-03-29 10:21:03,7122.95,Debit,Healthcare,Flipkart
T05586,C0378,2025-01-24 13:41:19,5788.38,Debit,Bills,Flipkart
T05587,C0042,2025-07-08 06:52:54,3473.4,Debit,Travel,Paytm
T05588,C0314,2025-03-24 21:10:26,3540.34,Credit,Salary,Zomato
T05589,C0084,2025-04-30 02:12:45,2688.62,Credit,Shopping,Paytm
T05590,C0090,2025-05-19 05:49:32,3493.65,Credit,Healthcare,Amazon
T05591,C0253,2025-03-18 04:51:18,98.17,Debit,Healthcare,Swiggy
T05592,C0414,2025-01-21 11:09:44,9923.59,Credit,Travel,Flipkart
T05593,C0194,2025-01-20 18:52:35,8270.39,Debit,Food,Flipkart
T05594,C0475,2025-02-07 06:39:14,6835.88,Debit,Bills,Amazon
T05595,C0356,2025-02-27 16:31:21,9632.26,Debit,Shopping,Flipkart
T05596,C0043,2025-03-04 20:36:03,6848.2,Debit,Travel,Amazon
T05597,C0093,2025-04-03 01:19:09,6773.49,Debit,Travel,Flipkart
T05598,C0229,2025-05-28 16:01:09,4420.57,Debit,Bills,Uber
T05599,C0357,2025-06-04 11:56:00,8387.52,Debit,Shopping,Zomato
T05600,C0220,2025-06-22 23:35:54,1131.24,Debit,Travel,Paytm
T05601,C0299,2025-01-23 04:32:28,3065.09,Debit,Salary,Swiggy
T05602,C0313,2025-02-26 14:34:52,2116.81,Credit,Food,Goldman Sachs
T05603,C0441,2025-02-24 18:46:05,2518.88,Credit,Salary,Amazon
T05604,C0363,2025-01-30 09:01:46,8524.51,Credit,Travel,Flipkart
T05605,C0382,2025-05-03 04:58:01,426.91,Credit,Shopping,Amazon
T05606,C0266,2025-02-11 19:06:45,9675.65,Credit,Travel,Paytm
T05607,C0276,2025-05-08 10:59:56,4705.74,Credit,Bills,Paytm
T05608,C0039,2025-04-27 15:14:45,3568.92,Debit,Bills,Uber
T05609,C0030,2025-02-13 23:22:38,5241.51,Credit,Bills,Goldman Sachs
T05610,C0397,2025-05-31 00:58:32,3557.09,Credit,Bills,Goldman Sachs
T05611,C0275,2025-06-18 14:58:26,7208.35,Credit,Salary,Swiggy
T05612,C0299,2025-03-04 00:52:06,6603.82,Credit,Salary,Zomato
T05613,C0492,2025-02-25 05:25:06,4871.16,Debit,Salary,Goldman Sachs
T05614,C0263,2025-05-30 18:03:39,5554.52,Credit,Bills,Goldman Sachs
T05615,C0223,2025-06-27 21:27:35,7052.02,Credit,Food,Swiggy
T05616,C0212,2025-03-20 06:12:59,3694.82,Credit,Salary,Flipkart
T05617,C0290,2025-03-31 17:18:48,2419.94,Debit,Healthcare,Zomato
T05618,C0239,2025-01-21 07:03:26,5312.5,Debit,Healthcare,Flipkart
T05619,C0355,2025-07-02 12:11:39,2189.94,Credit,Food,Amazon
T05620,C0417,2025-01-23 20:11:14,1387.93,Credit,Food,Flipkart
T05621,C0446,2025-06-23 03:44:02,9376.79,Debit,Travel,Paytm
T05622,C0164,2025-05-06 02:44:03,6035.63,Debit,Food,Flipkart
T05623,C0005,2025-06-04 08:14:25,3128.12,Credit,Food,Uber
T05624,C0477,2025-06-08 11:56:12,6185.59,Credit,Salary,Zomato
T05625,C0360,2025-05-08 20:08:53,3760.8,Credit,Salary,Zomato
T05626,C0284,2025-01-29 12:55:29,4602.75,Credit,Bills,Goldman Sachs
T05627,C0199,2025-02-27 08:30:05,6903.57,Debit,Food,Flipkart
T05628,C0323,2025-02-03 09:51:26,3208.0,Credit,Travel,Flipkart
T05629,C0031,2025-03-01 02:35:46,2954.94,Credit,Bills,Uber
T05630,C0351,2025-04-01 16:02:40,8240.36,Credit,Healthcare,Goldman Sachs
T05631,C0490,2025-06-09 14:06:28,3512.51,Debit,Bills,Swiggy
T05632,C0381,2025-02-16 22:52:46,2561.27,Debit,Food,Amazon
T05633,C0223,2025-05-07 13:25:52,7460.07,Credit,Healthcare,Flipkart
T05634,C0180,2025-06-11 09:26:20,8946.8,Debit,Bills,Uber
T05635,C0475,2025-04-22 22:26:23,9640.36,Debit,Shopping,Amazon
T05636,C0397,2025-01-25 05:38:52,6229.28,Debit,Shopping,Amazon
T05637,C0368,2025-04-25 03:23:36,2327.96,Debit,Shopping,Paytm
T05638,C0283,2025-04-30 07:01:51,4859.52,Credit,Shopping,Uber
T05639,C0172,2025-01-31 07:25:21,8825.48,Credit,Healthcare,Flipkart
T05640,C0363,2025-07-08 20:10:25,7007.78,Credit,Salary,Paytm
T05641,C0342,2025-05-22 10:35:22,9898.06,Debit,Shopping,Amazon
T05642,C0240,2025-06-26 09:22:03,266.03,Credit,Bills,Goldman Sachs
T05643,C0206,2025-06-06 21:48:59,5051.42,Credit,Bills,Paytm
T05644,C0388,2025-07-10 08:13:51,8204.46,Debit,Shopping,Flipkart
T05645,C0115,2025-04-25 01:59:29,1412.32,Credit,Shopping,Goldman Sachs
T05646,C0226,2025-04-25 01:24:24,2997.73,Credit,Bills,Zomato
T05647,C0068,2025-01-13 08:37:07,1602.26,Credit,Food,Goldman Sachs
T05648,C0457,2025-02-21 22:25:45,9610.65,Credit,Food,Flipkart
T05649,C0169,2025-01-11 17:08:36,8594.62,Credit,Healthcare,Goldman Sachs
T05650,C0475,2025-01-28 18:37:16,1745.12,Credit,Shopping,Flipkart
T05651,C0110,2025-05-19 07:47:47,3712.5,Debit,Salary,Flipkart
T05652,C0166,2025-03-11 16:47:19,2962.34,Debit,Healthcare,Paytm
T05653,C0249,2025-04-30 10:55:54,3652.53,Credit,Salary,Paytm
T05654,C0198,2025-07-10 13:01:29,7133.7,Credit,Bills,Uber
T05655,C0454,2025-04-07 22:12:46,7654.4,Credit,Salary,Flipkart
T05656,C0123,2025-03-06 18:04:49,8735.63,Credit,Bills,Uber
T05657,C0416,2025-02-03 17:27:12,8437.4,Debit,Travel,Goldman Sachs
T05658,C0121,2025-06-20 20:57:40,183.34,Credit,Travel,Flipkart
T05659,C0141,2025-05-06 03:00:20,1406.92,Debit,Healthcare,Goldman Sachs
T05660,C0168,2025-04-21 19:40:58,9435.13,Debit,Food,Swiggy
T05661,C0248,2025-04-01 00:22:57,5880.86,Credit,Healthcare,Goldman Sachs
T05662,C0415,2025-01-11 04:53:15,4107.42,Debit,Bills,Flipkart
T05663,C0166,2025-03-11 02:29:35,857.91,Credit,Healthcare,Uber
T05664,C0015,2025-05-11 21:06:01,5723.21,Credit,Travel,Uber
T05665,C0010,2025-04-03 20:32:59,1778.55,Credit,Shopping,Zomato
